date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:28:09	59617/59617	---M-Z	200	added ('OK')	application/x-javascript	date:Fri,%2005%20Apr%202024%2021:31:59%20GMT	https://images-na.ssl-images-amazon.com/images/I/51RddlGAZmL.js?AUIClients/IdentityJsCommonAssets	/home/alan/websites/amazon/images-na.ssl-images-amazon.com/images/I/51RddlGAZmLfef7.js	(from https://www.amazon.com/ap/signin?openid.pape.max_auth_age=0&openid.return_to=https://www.amazon.com/log/s?k=log+in&ref_=nav_ya_signin&openid.identity=http://specs.openid.net/auth/2.0/identifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&openid.ns=http://specs.openid.net/auth/2.0)
22:28:10	262749/262749	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2019%20Aug%202024%2018:02:14%20GMT	https://images-na.ssl-images-amazon.com/images/I/81gZMr8Cf9L.js?AUIClients/FWCIMAssets	/home/alan/websites/amazon/images-na.ssl-images-amazon.com/images/I/81gZMr8Cf9Lac85.js	(from https://www.amazon.com/ap/signin?openid.pape.max_auth_age=0&openid.return_to=https://www.amazon.com/log/s?k=log+in&ref_=nav_ya_signin&openid.identity=http://specs.openid.net/auth/2.0/identifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&openid.ns=http://specs.openid.net/auth/2.0)
22:28:12	1466179/1466179	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2019%20Aug%202024%2019:04:33%20GMT	https://images-na.ssl-images-amazon.com/images/I/A1Zp5F8U1KL.js?AUIClients/ACICAssets	/home/alan/websites/amazon/images-na.ssl-images-amazon.com/images/I/A1Zp5F8U1KLa250.js	(from https://www.amazon.com/ap/signin?openid.pape.max_auth_age=0&openid.return_to=https://www.amazon.com/log/s?k=log+in&ref_=nav_ya_signin&openid.identity=http://specs.openid.net/auth/2.0/identifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&openid.ns=http://specs.openid.net/auth/2.0)
22:28:14	134/134	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Aug%202024%2004:28:13%20GMT	http://fls-na.amazon.com/1/batch/1/OP/ATVPDKIKX0DER:138-3021532-7001123:4F4N0324CNR7KKKARQRT$uedata=s:%2Fap%2Fuedata%3Fstaticb%26id%3D4F4N0324CNR7KKKARQRT:0	/home/alan/websites/amazon/fls-na.amazon.com/1/batch/1/OP/ATVPDKIKX0DER_138-3021532-7001123_4F4N0324CNR7KKKARQRT$uedata=s_/ap/uedata_staticb&id=4F4N0324CNR7KKKARQRT_0.d.delayed	(from https://www.amazon.com/ap/signin?openid.pape.max_auth_age=0&openid.return_to=https://www.amazon.com/log/s?k=log+in&ref_=nav_ya_signin&openid.identity=http://specs.openid.net/auth/2.0/identifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&openid.ns=http://specs.openid.net/auth/2.0)
22:28:14	2073/2073	---MCZ	200	added ('OK')	text/plain	etag:W/%222c11ab97d4fbc3c41ad1b5c3930c40d9%22	https://static.siege-amazon.com/prod/profiles/AuthenticationPortalSigninNA.js	/home/alan/websites/amazon/static.siege-amazon.com/prod/profiles/AuthenticationPortalSigninNA.js	(from https://www.amazon.com/ap/signin?openid.pape.max_auth_age=0&openid.return_to=https://www.amazon.com/log/s?k=log+in&ref_=nav_ya_signin&openid.identity=http://specs.openid.net/auth/2.0/identifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&openid.ns=http://specs.openid.net/auth/2.0)
22:28:14	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2027%20Aug%202024%2004:28:14%20GMT	https://www.amazon.com/ap/$entities.set	/home/alan/websites/amazon/www.amazon.com/ap/$entities.e.delayed	(from https://www.amazon.com/ap/signin?openid.pape.max_auth_age=0&openid.return_to=https://www.amazon.com/log/s?k=log+in&ref_=nav_ya_signin&openid.identity=http://specs.openid.net/auth/2.0/identifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&openid.ns=http://specs.openid.net/auth/2.0)
22:28:15	83198/83198	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2027%20Aug%202024%2004:28:15%20GMT	https://www.amazon.com/ap/POST	/home/alan/websites/amazon/www.amazon.com/ap/POST.f.delayed	(from https://www.amazon.com/ap/signin?openid.pape.max_auth_age=0&openid.return_to=https://www.amazon.com/log/s?k=log+in&ref_=nav_ya_signin&openid.identity=http://specs.openid.net/auth/2.0/identifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&openid.ns=http://specs.openid.net/auth/2.0)
22:28:17	106652/106652	---MC-	200	added ('OK')	text/html	date:Tue,%2027%20Aug%202024%2004:28:16%20GMT	https://www.amazon.com/ap/forgotpassword?showRememberMe=true&openid.pape.max_auth_age=0&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&webAuthnChallengeIdForAutofill=j6s4nqCA-QiHyvc1jPX1iBCfJlUrJNAm%3ANA&webAuthnGetParametersForAutofill=eyJycElkIjoiYW1hem9uLmNvbSIsImNoYWxsZW5nZSI6Imo2czRucUNBLVFpSHl2YzFqUFgxaUJDZkpsVXJKTkFtIiwidGltZW91dCI6OTAwMDAwLCJhbGxvd0NyZWRlbnRpYWxzIjpudWxsLCJtZWRpYXRpb24iOiJjb25kaXRpb25hbCIsInVzZXJWZXJpZmljYXRpb24iOiJwcmVmZXJyZWQifQ%3D%3D&pageId=usflex&openid.return_to=https%3A%2F%2Fwww.amazon.com%2Flog%2Fs%3Fk%3Dlog+in&prevRID=4F4N0324CNR7KKKARQRT&openid.assoc_handle=usflex&openid.mode=checkid_setup&prepopulatedLoginId=&failedSignInCount=0&ref_=nav_ya_signin&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0	/home/alan/websites/amazon/www.amazon.com/ap/forgotpassword3211.html	(from https://www.amazon.com/ap/signin?openid.pape.max_auth_age=0&openid.return_to=https://www.amazon.com/log/s?k=log+in&ref_=nav_ya_signin&openid.identity=http://specs.openid.net/auth/2.0/identifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&openid.ns=http://specs.openid.net/auth/2.0)
22:28:18	9763/9763	---M-Z	200	added ('OK')	application/x-javascript	date:Tue,%2014%20Mar%202023%2013:05:34%20GMT	https://images-na.ssl-images-amazon.com/images/I/31bJewCvY-L.js	/home/alan/websites/amazon/images-na.ssl-images-amazon.com/images/I/31bJewCvY-L.js	(from https://www.amazon.com/ap/signin?openid.pape.max_auth_age=0&openid.return_to=https://www.amazon.com/log/s?k=log+in&ref_=nav_ya_signin&openid.identity=http://specs.openid.net/auth/2.0/identifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&openid.ns=http://specs.openid.net/auth/2.0)
22:28:19	159449/159449	---MC-	200	added ('OK')	text/html	date:Tue,%2027%20Aug%202024%2004:28:17%20GMT	https://www.amazon.com/ap/register?showRememberMe=true&openid.pape.max_auth_age=0&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&webAuthnChallengeIdForAutofill=j6s4nqCA-QiHyvc1jPX1iBCfJlUrJNAm%3ANA&webAuthnGetParametersForAutofill=eyJycElkIjoiYW1hem9uLmNvbSIsImNoYWxsZW5nZSI6Imo2czRucUNBLVFpSHl2YzFqUFgxaUJDZkpsVXJKTkFtIiwidGltZW91dCI6OTAwMDAwLCJhbGxvd0NyZWRlbnRpYWxzIjpudWxsLCJtZWRpYXRpb24iOiJjb25kaXRpb25hbCIsInVzZXJWZXJpZmljYXRpb24iOiJwcmVmZXJyZWQifQ%3D%3D&pageId=usflex&openid.return_to=https%3A%2F%2Fwww.amazon.com%2Flog%2Fs%3Fk%3Dlog+in&prevRID=4F4N0324CNR7KKKARQRT&openid.assoc_handle=usflex&openid.mode=checkid_setup&prepopulatedLoginId=&failedSignInCount=0&ref_=nav_ya_signin&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0	/home/alan/websites/amazon/www.amazon.com/ap/register3211.html	(from https://www.amazon.com/ap/signin?openid.pape.max_auth_age=0&openid.return_to=https://www.amazon.com/log/s?k=log+in&ref_=nav_ya_signin&openid.identity=http://specs.openid.net/auth/2.0/identifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&openid.ns=http://specs.openid.net/auth/2.0)
22:28:19	23/23	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2028%20Nov%202016%2008:22:04%20GMT	https://m.media-amazon.com/images/G/01/csm/showads.v2.js?category=ad&adstype=-ad-column-&ad_size=-housead-	/home/alan/websites/amazon/m.media-amazon.com/images/G/01/csm/showads.v2fb02.js	(from https://www.amazon.com/ap/signin?openid.pape.max_auth_age=0&openid.return_to=https://www.amazon.com/log/s?k=log+in&ref_=nav_ya_signin&openid.identity=http://specs.openid.net/auth/2.0/identifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&openid.ns=http://specs.openid.net/auth/2.0)
22:28:20	83207/83207	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2027%20Aug%202024%2004:28:20%20GMT	https://www.amazon.com/ap/GET	/home/alan/websites/amazon/www.amazon.com/ap/GET	(from https://www.amazon.com/ap/signin?openid.pape.max_auth_age=0&openid.return_to=https://www.amazon.com/log/s?k=log+in&ref_=nav_ya_signin&openid.identity=http://specs.openid.net/auth/2.0/identifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&openid.ns=http://specs.openid.net/auth/2.0)
22:28:21	0/-1	---M--	302	error ('')			https://www.amazon.com/ap/$entities.set	/home/alan/websites/amazon/www.amazon.com/ap/$entities.15.delayed	(from https://www.amazon.com/ap/signin?openid.pape.max_auth_age=0&openid.return_to=https://www.amazon.com/log/s?k=log+in&ref_=nav_ya_signin&openid.identity=http://specs.openid.net/auth/2.0/identifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&openid.ns=http://specs.openid.net/auth/2.0)
22:28:22	134/134	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Aug%202024%2004:28:21%20GMT	http://fls-na.amazon.com/1/batch/1/OP/ATVPDKIKX0DER:138-3021532-7001123:4F4N0324CNR7KKKARQRT$uedata=s:%2Fap%2Fuedata%3Fnoscript%26id%3D4F4N0324CNR7KKKARQRT:0	/home/alan/websites/amazon/fls-na.amazon.com/1/batch/1/OP/ATVPDKIKX0DER_138-3021532-7001123_4F4N0324CNR7KKKARQRT$uedata=s_/ap/uedata_noscript&id=4F4N0324CNR7KKKARQRT_0.16.delayed	(from https://www.amazon.com/ap/signin?openid.pape.max_auth_age=0&openid.return_to=https://www.amazon.com/log/s?k=log+in&ref_=nav_ya_signin&openid.identity=http://specs.openid.net/auth/2.0/identifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&openid.ns=http://specs.openid.net/auth/2.0)
22:28:22	134/134	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Aug%202024%2004:28:22%20GMT	http://fls-na.amazon.com/1/batch/1/OP/ATVPDKIKX0DER:138-3021532-7001123:Y15T7HNR6HRBARW4RRAB$uedata=s:%2Fap%2Fuedata%3Fstaticb%26id%3DY15T7HNR6HRBARW4RRAB:0	/home/alan/websites/amazon/fls-na.amazon.com/1/batch/1/OP/ATVPDKIKX0DER_138-3021532-7001123_Y15T7HNR6HRBARW4RRAB$uedata=s_/ap/uedata_staticb&id=Y15T7HNR6HRBARW4RRAB_0	(from https://www.amazon.com/ap/forgotpassword?showRememberMe=true&openid.pape.max_auth_age=0&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&webAuthnChallengeIdForAutofill=j6s4nqCA-QiHyvc1jPX1iBCfJlUrJNAm%3ANA&webAuthnGetParametersForAutofill=eyJycElkIjoiYW1hem9uLmNvbSIsImNoYWxsZW5nZSI6Imo2czRucUNBLVFpSHl2YzFqUFgxaUJDZkpsVXJKTkFtIiwidGltZW91dCI6OTAwMDAwLCJhbGxvd0NyZWRlbnRpYWxzIjpudWxsLCJtZWRpYXRpb24iOiJjb25kaXRpb25hbCIsInVzZXJWZXJpZmljYXRpb24iOiJwcmVmZXJyZWQifQ%3D%3D&pageId=usflex&openid.return_to=https%3A%2F%2Fwww.amazon.com%2Flog%2Fs%3Fk%3Dlog+in&prevRID=4F4N0324CNR7KKKARQRT&openid.assoc_handle=usflex&openid.mode=checkid_setup&prepopulatedLoginId=&failedSignInCount=0&ref_=nav_ya_signin&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0)
22:28:23	0/-1	---M--	302	error ('')			https://www.amazon.com/ap/$entities.set	/home/alan/websites/amazon/www.amazon.com/ap/$entities.18.delayed	(from https://www.amazon.com/ap/forgotpassword?showRememberMe=true&openid.pape.max_auth_age=0&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&webAuthnChallengeIdForAutofill=j6s4nqCA-QiHyvc1jPX1iBCfJlUrJNAm%3ANA&webAuthnGetParametersForAutofill=eyJycElkIjoiYW1hem9uLmNvbSIsImNoYWxsZW5nZSI6Imo2czRucUNBLVFpSHl2YzFqUFgxaUJDZkpsVXJKTkFtIiwidGltZW91dCI6OTAwMDAwLCJhbGxvd0NyZWRlbnRpYWxzIjpudWxsLCJtZWRpYXRpb24iOiJjb25kaXRpb25hbCIsInVzZXJWZXJpZmljYXRpb24iOiJwcmVmZXJyZWQifQ%3D%3D&pageId=usflex&openid.return_to=https%3A%2F%2Fwww.amazon.com%2Flog%2Fs%3Fk%3Dlog+in&prevRID=4F4N0324CNR7KKKARQRT&openid.assoc_handle=usflex&openid.mode=checkid_setup&prepopulatedLoginId=&failedSignInCount=0&ref_=nav_ya_signin&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0)
22:28:23	0/-1	---M--	302	error ('')			https://www.amazon.com/ap/$entities.set	/home/alan/websites/amazon/www.amazon.com/ap/$entities.19.delayed	(from https://www.amazon.com/ap/forgotpassword?showRememberMe=true&openid.pape.max_auth_age=0&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&webAuthnChallengeIdForAutofill=j6s4nqCA-QiHyvc1jPX1iBCfJlUrJNAm%3ANA&webAuthnGetParametersForAutofill=eyJycElkIjoiYW1hem9uLmNvbSIsImNoYWxsZW5nZSI6Imo2czRucUNBLVFpSHl2YzFqUFgxaUJDZkpsVXJKTkFtIiwidGltZW91dCI6OTAwMDAwLCJhbGxvd0NyZWRlbnRpYWxzIjpudWxsLCJtZWRpYXRpb24iOiJjb25kaXRpb25hbCIsInVzZXJWZXJpZmljYXRpb24iOiJwcmVmZXJyZWQifQ%3D%3D&pageId=usflex&openid.return_to=https%3A%2F%2Fwww.amazon.com%2Flog%2Fs%3Fk%3Dlog+in&prevRID=4F4N0324CNR7KKKARQRT&openid.assoc_handle=usflex&openid.mode=checkid_setup&prepopulatedLoginId=&failedSignInCount=0&ref_=nav_ya_signin&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0)
22:28:23	134/134	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Aug%202024%2004:28:23%20GMT	http://fls-na.amazon.com/1/batch/1/OP/ATVPDKIKX0DER:138-3021532-7001123:Y15T7HNR6HRBARW4RRAB$uedata=s:%2Fap%2Fuedata%3Fnoscript%26id%3DY15T7HNR6HRBARW4RRAB:0	/home/alan/websites/amazon/fls-na.amazon.com/1/batch/1/OP/ATVPDKIKX0DER_138-3021532-7001123_Y15T7HNR6HRBARW4RRAB$uedata=s_/ap/uedata_noscript&id=Y15T7HNR6HRBARW4RRAB_0	(from https://www.amazon.com/ap/forgotpassword?showRememberMe=true&openid.pape.max_auth_age=0&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&webAuthnChallengeIdForAutofill=j6s4nqCA-QiHyvc1jPX1iBCfJlUrJNAm%3ANA&webAuthnGetParametersForAutofill=eyJycElkIjoiYW1hem9uLmNvbSIsImNoYWxsZW5nZSI6Imo2czRucUNBLVFpSHl2YzFqUFgxaUJDZkpsVXJKTkFtIiwidGltZW91dCI6OTAwMDAwLCJhbGxvd0NyZWRlbnRpYWxzIjpudWxsLCJtZWRpYXRpb24iOiJjb25kaXRpb25hbCIsInVzZXJWZXJpZmljYXRpb24iOiJwcmVmZXJyZWQifQ%3D%3D&pageId=usflex&openid.return_to=https%3A%2F%2Fwww.amazon.com%2Flog%2Fs%3Fk%3Dlog+in&prevRID=4F4N0324CNR7KKKARQRT&openid.assoc_handle=usflex&openid.mode=checkid_setup&prepopulatedLoginId=&failedSignInCount=0&ref_=nav_ya_signin&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0)
22:28:24	134/134	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Aug%202024%2004:28:24%20GMT	http://fls-na.amazon.com/1/batch/1/OP/ATVPDKIKX0DER:138-3021532-7001123:TMZTYNN03830RB7A1HS7$uedata=s:%2Fap%2Fuedata%3Fstaticb%26id%3DTMZTYNN03830RB7A1HS7:0	/home/alan/websites/amazon/fls-na.amazon.com/1/batch/1/OP/ATVPDKIKX0DER_138-3021532-7001123_TMZTYNN03830RB7A1HS7$uedata=s_/ap/uedata_staticb&id=TMZTYNN03830RB7A1HS7_0	(from https://www.amazon.com/ap/register?showRememberMe=true&openid.pape.max_auth_age=0&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&webAuthnChallengeIdForAutofill=j6s4nqCA-QiHyvc1jPX1iBCfJlUrJNAm%3ANA&webAuthnGetParametersForAutofill=eyJycElkIjoiYW1hem9uLmNvbSIsImNoYWxsZW5nZSI6Imo2czRucUNBLVFpSHl2YzFqUFgxaUJDZkpsVXJKTkFtIiwidGltZW91dCI6OTAwMDAwLCJhbGxvd0NyZWRlbnRpYWxzIjpudWxsLCJtZWRpYXRpb24iOiJjb25kaXRpb25hbCIsInVzZXJWZXJpZmljYXRpb24iOiJwcmVmZXJyZWQifQ%3D%3D&pageId=usflex&openid.return_to=https%3A%2F%2Fwww.amazon.com%2Flog%2Fs%3Fk%3Dlog+in&prevRID=4F4N0324CNR7KKKARQRT&openid.assoc_handle=usflex&openid.mode=checkid_setup&prepopulatedLoginId=&failedSignInCount=0&ref_=nav_ya_signin&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0)
